000001.JPG	-2.19064	47.131089
000002.JPG	1.772384	50.65774
000003.JPG	7.225644	48.672881
000004.JPG	-1.199169	46.172575
000005.JPG	2.362249	48.947108
000006.JPG	2.66255	48.520102
000007.JPG	3.48437	50.4152
000008.JPG	4.890675	43.925429
000009.JPG	1.455778	45.413083
000010.JPG	-3.55056	47.844666
000011.JPG	5.921192	45.5679
000012.JPG	2.334051	48.872856
000013.JPG	0.599177	49.250496
000014.JPG	6.029368	47.261588
000015.JPG	2.234303	48.801262
000016.JPG	4.067561	49.219486
000017.JPG	1.241252	48.107482
000018.JPG	2.265191	48.569604
000019.JPG	1.48356	43.58384
000020.JPG	3.06342	50.763787
000021.JPG	2.396364	48.817206
000022.JPG	7.888434	48.942595
000023.JPG	7.488559	47.674107
000024.JPG	2.437963	48.8404
000025.JPG	1.450302	43.581916
000026.JPG	1.997801	43.786761
000027.JPG	4.917554	45.744795
000028.JPG	-1.536793	47.255575
000029.JPG	-0.390587	43.296371
000030.JPG	7.427007	47.465853
000031.JPG	6.199964	48.61718
000032.JPG	2.26177	48.876038
000033.JPG	5.657187	46.258837
000034.JPG	-1.900828	46.662397
000035.JPG	5.89675	45.560511
000036.JPG	2.127934	49.040739
000037.JPG	1.081039	47.799734
000038.JPG	6.238007	49.328157
000039.JPG	-1.672949	48.090375
000040.JPG	2.443868	48.859371
000041.JPG	2.612155	49.010163
000042.JPG	6.101075	49.308013
000043.JPG	-1.987956	47.417626
000044.JPG	2.006317	49.008258
000045.JPG	-4.115073	47.886625
000046.JPG	-0.807776	46.502401
000047.JPG	0.335126	46.593911
000048.JPG	-0.867457	47.317967
000049.JPG	2.284922	48.791118
000050.JPG	-0.568754	44.813726
000051.JPG	2.28532	48.85705
000052.JPG	3.097412	50.057298
000053.JPG	2.437876	44.915256
000054.JPG	2.458238	48.593226
000055.JPG	-0.332421	49.139602
000056.JPG	2.295232	48.779053
000057.JPG	2.485602	48.817028
000058.JPG	1.230861	45.798722
000059.JPG	-0.404105	43.292594
000060.JPG	2.875872	50.36053
000061.JPG	2.598543	50.707557
000062.JPG	-0.521317	47.402858
000063.JPG	-2.755062	47.655959
000064.JPG	6.872937	47.45479
000065.JPG	2.222933	48.780995
000066.JPG	2.42717	48.850675
000067.JPG	5.754775	45.156857
000068.JPG	2.318081	48.802744
000069.JPG	2.476633	48.828482
000070.JPG	6.877876	49.184231
000071.JPG	2.388521	48.361824
000072.JPG	-0.81553	47.035798
000073.JPG	2.413945	48.856939
000074.JPG	3.040181	48.811588
000075.JPG	4.8524	45.666809
000076.JPG	6.846166	47.639644
000077.JPG	1.985524	45.507955
000078.JPG	3.856245	49.059866
000079.JPG	-4.064451	47.983537
000080.JPG	6.228393	45.81982
000081.JPG	2.191097	48.918042
000082.JPG	0.5277	44.844121
000083.JPG	3.027762	42.589565
000084.JPG	5.878468	48.622056
000085.JPG	-0.6819	44.802875
000086.JPG	4.649619	49.612463
000087.JPG	2.063253	48.957665
000088.JPG	5.868004	48.681861
000089.JPG	7.73065	48.549152
000090.JPG	3.092525	48.955047
000091.JPG	2.489222	48.566189
000092.JPG	1.822787	50.907418
000093.JPG	1.193959	45.893303
000094.JPG	2.323518	48.790282
000095.JPG	-1.604879	49.636321
000096.JPG	2.38369	48.76471
000097.JPG	1.589818	50.665744
000098.JPG	1.616634	48.532222
000099.JPG	2.136165	49.398791
000100.JPG	4.920185	46.521861
